#correcteur=PID,Kp=60,Ki=15,Kd=8,FF=204.0,Vc=0.7
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
21.9,3,0.102,0.1614,0.7,0.3147,0.3,0.0147,0.0
22.0,3,0.0,0.0902,0.7,0.3108,0.3,0.0108,0.0
22.1,3,0.4736,0.0527,0.7,0.3067,0.3,0.0067,210.0
22.2,3,0.5179,0.5213,0.7,0.3022,0.3,0.0022,-0.2
22.3,3,0.2416,0.4754,0.7,0.2978,0.3,-0.0022,0.0
22.4,3,0.2796,0.2878,0.7,0.2933,0.3,-0.0067,0.0
22.5,3,0.0,0.1352,0.7,0.2892,0.3,-0.0108,0.0
22.6,3,0.0718,0.1088,0.7,0.2853,0.3,-0.0147,0.0
22.7,3,0.0592,0.038,0.7,0.2819,0.3,-0.0181,0.0
22.8,3,0.0154,0.0,0.7,0.2791,0.3,-0.0209,0.0
22.9,3,0.064,0.0191,0.7,0.277,0.3,-0.023,0.0
23.0,3,0.0136,0.0,0.7,0.2756,0.3,-0.0244,0.0
23.1,3,0.0238,0.0,0.7,0.275,0.3,-0.025,0.0
23.2,3,0.0,0.0,0.7,0.2752,0.3,-0.0248,0.0
23.3,3,0.0476,0.0,0.7,0.2762,0.3,-0.0238,0.0
23.4,3,0.0,0.0188,0.7,0.278,0.3,-0.022,0.0
23.5,3,0.0,0.009,0.7,0.2805,0.3,-0.0195,0.0
23.6,3,0.0055,0.0049,0.7,0.2836,0.3,-0.0164,0.0
23.7,3,0.0,0.0399,0.7,0.2872,0.3,-0.0128,0.0
23.8,3,0.5257,0.0261,0.7,0.2912,0.3,-0.0088,210.0
23.9,3,0.6607,0.4693,0.7,0.2955,0.3,-0.0045,134.0
24.0,3,0.3343,0.5597,0.7,0.3,0.3,0.0,0.0
24.1,3,0.2475,0.3103,0.7,0.324,0.3,0.024,0.0
24.2,3,0.06,0.1873,0.7,0.348,0.3,0.048,0.0
24.3,3,0.0424,0.0817,0.7,0.372,0.3,0.072,0.0
24.4,3,0.4879,0.045,0.7,0.396,0.3,0.096,210.0
24.5,3,0.5422,0.5066,0.7,0.42,0.3,0.12,134.0
24.6,3,0.3225,0.5691,0.7,0.444,0.3,0.144,0.0
24.7,3,0.0438,0.3292,0.7,0.468,0.3,0.168,0.0
24.8,3,0.1127,0.1714,0.7,0.492,0.3,0.192,0.0
24.9,3,0.0265,0.1144,0.7,0.516,0.3,0.216,0.0
25.0,3,0.5297,0.0335,0.7,0.54,0.3,0.24,210.0
25.1,3,0.4987,0.4849,0.7,0.564,0.3,0.264,134.0
25.2,3,0.3082,0.5626,0.7,0.588,0.3,0.288,0.0
25.3,3,0.0465,0.312,0.7,0.612,0.3,0.312,0.0
25.4,3,0.1766,0.1895,0.7,0.636,0.3,0.336,0.0
25.5,3,0.0,0.1079,0.7,0.66,0.3,0.36,0.0
25.6,3,0.4922,0.0536,0.7,0.684,0.3,0.384,210.0
25.7,3,0.6102,0.4998,0.7,0.708,0.3,0.408,134.0
25.8,3,0.3242,0.5613,0.7,0.732,0.3,0.432,0.0
25.9,3,0.2661,0.3248,0.7,0.756,0.3,0.456,0.0
26.0,3,0.1475,0.1872,0.7,0.78,0.3,0.48,0.0
26.1,3,0.1407,0.1011,0.7,0.804,0.3,0.504,0.0
26.2,3,0.0,0.061,0.7,0.828,0.3,0.528,0.0
26.3,3,0.5206,0.0482,0.7,0.852,0.3,0.552,210.0
26.4,3,0.5336,0.4734,0.7,0.876,0.3,0.576,134.0
26.5,3,0.3427,0.5659,0.7,0.9,0.3,0.6,0.0
26.6,3,0.195,0.3173,0.7,0.924,0.3,0.624,0.0
26.7,3,0.1631,0.1968,0.7,0.948,0.3,0.648,0.0
26.8,3,0.1118,0.1011,0.7,0.972,0.3,0.672,0.0
26.9,3,0.516,0.0429,0.7,0.996,0.3,0.696,210.0
27.0,3,0.5568,0.5139,0.7,1.02,0.3,0.72,134.0
27.1,3,0.28,0.5597,0.7,1.044,0.3,0.744,0.0
27.2,3,0.1316,0.3061,0.7,1.068,0.3,0.768,0.0
27.3,3,0.0157,0.1743,0.7,1.092,0.3,0.792,0.0
27.4,3,0.1102,0.1003,0.7,1.116,0.3,0.816,0.0
27.5,3,0.5837,0.0452,0.7,1.14,0.3,0.84,210.0
27.6,3,0.6319,0.4987,0.7,1.164,0.3,0.864,134.0
27.7,3,0.3705,0.5622,0.7,1.188,0.3,0.888,0.0
27.8,2,0.2322,0.3062,0.7,-1.0,0.3,0.3938,0.0
27.9,2,0.1333,0.1808,0.7,-1.0,0.3,0.5192,0.0
28.0,2,0.233,0.086,0.7,-1.0,0.3,0.614,105.0
28.1,2,0.4111,0.2938,0.7,-1.0,0.3,0.4062,140.0
28.2,2,0.5644,0.4735,0.7,-1.0,0.3,0.2265,175.0
28.3,2,0.7168,0.6566,0.7,-1.0,0.3,0.0434,195.3
28.4,2,0.8977,0.7974,0.7,-1.0,0.3,-0.0974,190.0
28.5,2,0.9415,0.8518,0.7,-1.0,0.3,-0.1518,193.5
28.6,2,0.8913,0.9097,0.7,-1.0,0.3,-0.2097,189.4
28.7,2,0.8243,0.9115,0.7,-1.0,0.3,-0.2115,193.5
28.8,2,0.8474,0.9463,0.7,-1.0,0.3,-0.2463,188.4
28.9,2,0.9315,0.9424,0.7,-1.0,0.3,-0.2424,191.3
29.0,2,0.927,0.9554,0.7,-1.0,0.3,-0.2554,188.8
29.1,2,0.9937,0.9412,0.7,-1.0,0.3,-0.2412,191.5
29.2,2,0.9642,0.9538,0.7,-1.0,0.3,-0.2538,188.2
29.3,2,0.8528,0.9508,0.7,-1.0,0.3,-0.2508,189.3
29.4,2,0.9792,0.954,0.7,-1.0,0.3,-0.254,188.2
29.5,2,0.9335,0.9302,0.7,-1.0,0.3,-0.2302,191.4
29.6,2,0.9329,0.9477,0.7,-1.0,0.3,-0.2477,186.7
29.7,2,1.0259,0.945,0.7,-1.0,0.3,-0.245,188.1
29.8,2,0.857,0.953,0.7,-1.0,0.3,-0.253,186.4
29.9,2,1.0167,0.9432,0.7,-1.0,0.3,-0.2432,188.0
30.0,2,1.0011,0.9416,0.7,-1.0,0.3,-0.2416,187.1
30.1,2,0.9896,0.9598,0.7,-1.0,0.3,-0.2598,184.1
30.2,2,0.9979,0.9312,0.7,-1.0,0.3,-0.2312,189.2
30.3,2,0.933,0.937,0.7,-1.0,0.3,-0.237,185.7
30.4,2,1.0266,0.9274,0.7,-1.0,0.3,-0.2274,187.2
30.5,2,1.0243,0.9229,0.7,-1.0,0.3,-0.2229,186.7
30.6,2,0.8419,0.9384,0.7,-1.0,0.3,-0.2384,183.8
30.7,2,0.8006,0.9302,0.7,-1.0,0.3,-0.2302,185.9
30.8,2,0.9768,0.9341,0.7,-1.0,0.3,-0.2341,184.3
30.9,2,0.9348,0.9166,0.7,-1.0,0.3,-0.2166,186.8
31.0,2,0.885,0.9508,0.7,-1.0,0.3,-0.2508,180.3
31.1,2,1.0183,0.9026,0.7,-1.0,0.3,-0.2026,189.8
31.2,2,0.9136,0.953,0.7,-1.0,0.3,-0.253,178.9
31.3,2,1.0022,0.9255,0.7,-1.0,0.3,-0.2255,186.8
31.4,2,0.8963,0.9128,0.7,-1.0,0.3,-0.2128,186.4
31.5,2,1.018,0.9402,0.7,-1.0,0.3,-0.2402,181.5
31.6,2,0.8692,0.9236,0.7,-1.0,0.3,-0.2236,186.0
31.7,2,0.8832,0.9458,0.7,-1.0,0.3,-0.2458,181.6
31.8,2,0.9464,0.9111,0.7,-1.0,0.3,-0.2111,188.2
31.9,2,0.9667,0.9445,0.7,-1.0,0.3,-0.2445,180.8
32.0,2,0.9507,0.9204,0.7,-1.0,0.3,-0.2204,186.8
32.1,2,0.9554,0.9234,0.7,-1.0,0.3,-0.2234,184.5
32.2,2,0.9139,0.8916,0.7,-1.0,0.3,-0.1916,189.2
32.3,2,0.8493,0.9346,0.7,-1.0,0.3,-0.2346,180.6
